,허가번호,경도,위도,"주파수 대역
(MHz)",구분
126634,322014110024582,126.847531,127.175308,2600,기지국
126651,322015110021319,126.852856,127.175308,2600,기지국
126656,322015110026736,126.850561,127.175308,2600,기지국
126663,322015110054055,126.853739,127.175308,2600,기지국
126669,322015110059642,126.8496,127.175308,2600,기지국
126683,322016110034142,126.850267,127.175308,2600,기지국
126684,322016110036191,126.8493,127.175308,2600,기지국
126685,322016110041299,126.851969,127.175308,2600,기지국
126686,322016110041300,126.845442,127.175308,2600,기지국
126687,322016110041349,126.8496,127.175308,2600,기지국
126688,322016110042419,126.847547,127.175308,2600,기지국
126689,322016110044951,126.854136,127.175308,2600,기지국
126690,322016110044978,126.846778,127.175308,2600,기지국
126691,322016110044979,126.852439,127.175308,2600,기지국
126692,322016110048722,126.853794,127.175308,2600,기지국
126708,322016110086515,126.845969,127.175308,2600,기지국
126717,322017110017393,126.85525,127.175308,2600,기지국
126729,322017110036295,126.851411,127.175308,2600,기지국
126730,322017110036296,126.851411,127.175308,2600,기지국
126731,322017110041948,126.850828,127.175308,2600,기지국
126732,322017110041951,126.850778,127.175308,2600,기지국
126733,322017110041964,126.847203,127.175308,2600,기지국
126735,322017110045685,126.848703,127.175308,2600,기지국
126745,322018110053640,126.848761,127.175308,2600,기지국
126753,322018110061713,126.854386,127.175308,2600,기지국
126867,322022110016792,126.849689,127.175308,2600,기지국
126948,322024110030236,126.848472,127.175308,2600,기지국
126953,322025110004906,126.848575,127.175308,2600,기지국
127067,322014110008489,126.847836,127.175308,2600,기지국
127068,322014110010055,126.844619,127.175308,2600,기지국
127069,322014110011145,126.849242,127.175308,2600,기지국
127078,322014110016284,126.846661,127.175308,2600,기지국
127079,322014110016349,126.848589,127.175308,2600,기지국
127080,322014110016365,126.852647,127.175308,2600,기지국
127081,322014110016366,126.849353,127.175308,2600,기지국
127082,322014110016367,126.847186,127.175308,2600,기지국
127083,322014110020888,126.844447,127.175308,2600,기지국
127084,322014110023893,126.849978,127.175308,2600,기지국
127085,322014110023894,126.844817,127.175308,2600,기지국
127086,322014110051549,126.846597,127.175308,2600,기지국
127097,322014110065725,126.846203,127.175308,2600,기지국
127098,322014110067162,126.844667,127.175308,2600,기지국
127118,322015110054059,126.849944,127.175308,2600,기지국
127166,322015110076196,126.846597,127.175308,2600,기지국
127170,322016110003564,126.84985,127.175308,2600,기지국
127184,322016110034140,126.849783,127.175308,2600,기지국
127185,322016110034158,126.846203,127.175308,2600,기지국
127186,322016110034764,126.847186,127.175308,2600,기지국
127187,322016110041251,126.849353,127.175308,2600,기지국
127188,322016110041258,126.846678,127.175308,2600,기지국
127189,322016110041259,126.846678,127.175308,2600,기지국
127190,322016110041263,126.849978,127.175308,2600,기지국
127191,322016110041269,126.852642,127.175308,2600,기지국
127192,322016110041302,126.844608,127.175308,2600,기지국
127193,322016110042423,126.848589,127.175308,2600,기지국
127194,322016110042425,126.844447,127.175308,2600,기지국
127195,322016110044966,126.845275,127.175308,2600,기지국
127216,322016110086382,126.844206,127.175308,2600,기지국
127217,322016110086418,126.849347,127.175308,2600,기지국
127218,322016110086419,126.849347,127.175308,2600,기지국
127219,322016110086420,126.849347,127.175308,2600,기지국
127234,322017110026836,126.844586,127.175308,2600,기지국
127242,322017110043962,126.844586,127.175308,2600,기지국
127244,322018110013725,126.844208,127.175308,2600,기지국
127250,322018110029052,126.847186,127.175308,2600,기지국
127255,322018110034386,126.849242,127.175308,2600,기지국
127262,322018110068899,126.851719,127.175308,2600,기지국
127263,322018110068902,126.846672,127.175308,2600,기지국
127273,322019110023359,126.846597,127.175308,2600,기지국
127299,322019110082999,126.853419,127.175308,2600,기지국
127307,322019110093495,126.846597,127.175308,2600,기지국
127347,322021110002464,126.852058,127.175308,2600,기지국
127370,322021110050353,126.851439,127.175308,2600,기지국
127402,322023110026106,126.844175,127.175308,2600,기지국
127506,322014110016107,126.843297,127.175308,2600,기지국
127507,322014110016246,126.841086,127.175308,2600,기지국
127508,322014110017194,126.842264,127.175308,2600,기지국
127509,322014110017508,126.84175,127.175308,2600,기지국
127510,322014110022832,126.848656,127.175308,2600,기지국
127511,322014110024575,126.846525,127.175308,2600,기지국
127512,322014110024752,126.840797,127.175308,2600,기지국
127526,322014110067396,126.841467,127.175308,2600,기지국
127535,322015110016375,126.846889,127.175308,2600,기지국
127536,322015110020693,126.848194,127.175308,2600,기지국
127537,322015110020694,126.844125,127.175308,2600,기지국
127568,322015110059646,126.846889,127.175308,2600,기지국
127584,322015110079097,126.844125,127.175308,2600,기지국
127586,322016110003542,126.841092,127.175308,2600,기지국
127588,322016110008654,126.841139,127.175308,2600,기지국
127597,322016110028384,126.843447,127.175308,2600,기지국
127599,322016110034129,126.841417,127.175308,2600,기지국
127601,322016110041355,126.843689,127.175308,2600,기지국
127602,322016110042418,126.843447,127.175308,2600,기지국
127603,322016110045460,126.848656,127.175308,2600,기지국
127605,322016110046776,126.850119,127.175308,2600,기지국
127607,322016110048652,126.847086,127.175308,2600,기지국
127631,322017110011769,126.840342,127.175308,2600,기지국
127632,322017110011770,126.840342,127.175308,2600,기지국
127648,322017110025424,126.841092,127.175308,2600,기지국
127649,322017110041952,126.841467,127.175308,2600,기지국
127650,322017110041977,126.841086,127.175308,2600,기지국
127651,322017110041989,126.844136,127.175308,2600,기지국
127652,322017110041991,126.841092,127.175308,2600,기지국
127656,322017110058655,126.842264,127.175308,2600,기지국
127669,322018110031241,126.846889,127.175308,2600,기지국
127675,322018110062964,126.839328,127.175308,2600,기지국
127676,322018110062965,126.839328,127.175308,2600,기지국
127677,322018110062966,126.839328,127.175308,2600,기지국
127678,322018110062967,126.839328,127.175308,2600,기지국
127708,322019110083001,126.84455,127.175308,2600,기지국
127730,322020110031907,126.842019,127.175308,2600,기지국
127753,322022110000692,126.845894,127.175308,2600,기지국
127798,322024110000571,126.84175,127.175308,2600,기지국
127815,322025110010658,126.840797,127.175308,2600,기지국
127895,322014110015807,126.932403,127.175308,2600,기지국
127896,322014110015809,126.935842,127.175308,2600,기지국
127897,322014110015823,126.930619,127.175308,2600,기지국
127898,322014110015824,126.934111,127.175308,2600,기지국
127899,322014110015826,126.932831,127.175308,2600,기지국
127900,322014110016147,126.935753,127.175308,2600,기지국
127913,322015110001019,126.935464,127.175308,2600,기지국
127927,322015110053022,126.930908,127.175308,2600,기지국
127930,322015110057627,126.93785,127.175308,2600,기지국
127932,322015110064068,126.933725,127.175308,2600,기지국
127933,322015110064333,126.933783,127.175308,2600,기지국
127936,322015110068661,126.935411,127.175308,2600,기지국
127937,322016110027067,126.929603,127.175308,2600,기지국
127939,322016110034594,126.935569,127.175308,2600,기지국
127940,322016110041024,126.932414,127.175308,2600,기지국
127941,322016110041035,126.935842,127.175308,2600,기지국
127942,322016110047990,126.932767,127.175308,2600,기지국
127943,322016110048756,126.937383,127.175308,2600,기지국
127945,322016110057225,126.934067,127.175308,2600,기지국
127958,322016110077239,126.933722,127.175308,2600,기지국
127959,322016110077242,126.929239,127.175308,2600,기지국
127960,322016110077253,126.930822,127.175308,2600,기지국
127962,322016110081932,126.935411,127.175308,2600,기지국
127963,322016110081933,126.93545,127.175308,2600,기지국
127966,322017110028847,126.937625,127.175308,2600,기지국
128053,322025110013365,126.937483,127.175308,2600,기지국
128120,322014110016109,126.853506,127.175308,2600,기지국
128122,322014110017681,126.852189,127.175308,2600,기지국
128123,322014110017722,126.851597,127.175308,2600,기지국
128124,322014110019264,126.854817,127.175308,2600,기지국
128126,322014110022832,126.848656,127.175308,2600,기지국
128139,322014110067478,126.849947,127.175308,2600,기지국
128141,322014110074421,126.8522,127.175308,2600,기지국
128148,322015110012815,126.849797,127.175308,2600,기지국
128149,322015110012816,126.849086,127.175308,2600,기지국
128150,322015110016375,126.846889,127.175308,2600,기지국
128151,322015110020693,126.848194,127.175308,2600,기지국
128175,322015110059646,126.846889,127.175308,2600,기지국
128185,322016110034124,126.853506,127.175308,2600,기지국
128186,322016110041284,126.849947,127.175308,2600,기지국
128187,322016110044981,126.852206,127.175308,2600,기지국
128188,322016110045460,126.848656,127.175308,2600,기지국
128190,322016110046768,126.855397,127.175308,2600,기지국
128191,322016110046770,126.851836,127.175308,2600,기지국
128192,322016110046776,126.850119,127.175308,2600,기지국
128199,322016110086378,126.852217,127.175308,2600,기지국
128200,322016110086379,126.852217,127.175308,2600,기지국
128206,322017110022960,126.848686,127.175308,2600,기지국
128213,322018110024468,126.849947,127.175308,2600,기지국
128214,322018110024469,126.849947,127.175308,2600,기지국
128218,322018110029078,126.853939,127.175308,2600,기지국
128219,322018110031241,126.846889,127.175308,2600,기지국
128224,322018110053637,126.853506,127.175308,2600,기지국
128231,322018110068470,126.854714,127.175308,2600,기지국
129005,322014110008495,126.813556,127.175308,2600,기지국
129006,322014110010825,126.812081,127.175308,2600,기지국
129007,322014110016114,126.808817,127.175308,2600,기지국
129008,322014110016115,126.808778,127.175308,2600,기지국
129009,322014110016116,126.812414,127.175308,2600,기지국
129010,322014110016225,126.811831,127.175308,2600,기지국
129011,322014110016227,126.814111,127.175308,2600,기지국
129013,322014110019267,126.808458,127.175308,2600,기지국
129015,322014110051544,126.811042,127.175308,2600,기지국
129021,322015110000336,126.808458,127.175308,2600,기지국
129022,322015110005962,126.814308,127.175308,2600,기지국
129023,322015110005966,126.810558,127.175308,2600,기지국
129034,322015110036239,126.808458,127.175308,2600,기지국
129049,322015110073739,126.80805,127.175308,2600,기지국
129055,322016110034136,126.810558,127.175308,2600,기지국
129056,322016110034138,126.809114,127.175308,2600,기지국
129057,322016110034144,126.814308,127.175308,2600,기지국
129058,322016110036895,126.814103,127.175308,2600,기지국
129063,322016110041297,126.813419,127.175308,2600,기지국
129064,322016110041353,126.811461,127.175308,2600,기지국
129065,322016110044769,126.808458,127.175308,2600,기지국
129066,322016110044770,126.8067,127.175308,2600,기지국
129067,322016110044772,126.8067,127.175308,2600,기지국
129068,322016110045459,126.80805,127.175308,2600,기지국
129069,322016110045463,126.812414,127.175308,2600,기지국
129079,322016110084790,126.808458,127.175308,2600,기지국
129080,322016110086428,126.8077,127.175308,2600,기지국
129081,322016110086429,126.8077,127.175308,2600,기지국
129082,322016110086430,126.8077,127.175308,2600,기지국
129090,322017110017855,126.8123,127.175308,2600,기지국
129101,322017110041990,126.812081,127.175308,2600,기지국
129102,322017110045955,126.806703,127.175308,2600,기지국
129114,322018110001196,126.80855,127.175308,2600,기지국
129121,322018110006494,126.80855,127.175308,2600,기지국
129126,322018110029030,126.806703,127.175308,2600,기지국
129127,322018110029031,126.806703,127.175308,2600,기지국
129128,322018110029032,126.806703,127.175308,2600,기지국
129129,322018110029033,126.806703,127.175308,2600,기지국
129135,322018110053653,126.809114,127.175308,2600,기지국
129148,322018110061703,126.812081,127.175308,2600,기지국
129180,322020110011221,126.813272,127.175308,2600,기지국
129248,322023110031990,126.813731,127.175308,2600,기지국
129251,322023110033328,126.808458,127.175308,2600,기지국
129336,322014110004915,126.816272,127.175308,2600,기지국
129337,322014110004919,126.811897,127.175308,2600,기지국
129341,322014110016254,126.817903,127.175308,2600,기지국
129342,322014110016255,126.822578,127.175308,2600,기지국
129343,322014110017725,126.815244,127.175308,2600,기지국
129362,322014110024581,126.814989,127.175308,2600,기지국
129363,322014110024750,126.816511,127.175308,2600,기지국
129372,322014110067477,126.820431,127.175308,2600,기지국
129383,322015110012805,126.821339,127.175308,2600,기지국
129384,322015110012806,126.821394,127.175308,2600,기지국
129385,322015110012807,126.818953,127.175308,2600,기지국
129386,322015110012820,126.818825,127.175308,2600,기지국
129410,322015110054060,126.817272,127.175308,2600,기지국
129418,322015110059643,126.813978,127.175308,2600,기지국
129438,322015110082034,126.8197,127.175308,2600,기지국
129443,322016110002188,126.815383,127.175308,2600,기지국
129454,322016110036541,126.814531,127.175308,2600,기지국
129456,322016110041283,126.814531,127.175308,2600,기지국
129457,322016110041286,126.815383,127.175308,2600,기지국
129458,322016110041296,126.816272,127.175308,2600,기지국
129459,322016110041298,126.822578,127.175308,2600,기지국
129460,322016110041303,126.817903,127.175308,2600,기지국
129461,322016110041304,126.815036,127.175308,2600,기지국
129462,322016110041307,126.81425,127.175308,2600,기지국
129463,322016110041346,126.820603,127.175308,2600,기지국
129464,322016110042800,126.811897,127.175308,2600,기지국
129465,322016110045495,126.820408,127.175308,2600,기지국
129475,322016110086404,126.8136,127.175308,2600,기지국
129491,322017110045712,126.813528,127.175308,2600,기지국
129492,322017110061581,126.818553,127.175308,2600,기지국
129493,322017110061582,126.818553,127.175308,2600,기지국
129498,322018110068904,126.811956,127.175308,2600,기지국
129562,322021110049143,126.816328,127.175308,2600,기지국
129596,322023110031162,126.814167,127.175308,2600,기지국
129611,322025110010653,126.816511,127.175308,2600,기지국
129687,322014110004920,126.810783,127.175308,2600,기지국
129688,322014110004921,126.806911,127.175308,2600,기지국
129689,322014110004922,126.807594,127.175308,2600,기지국
129690,322014110004923,126.806825,127.175308,2600,기지국
129691,322014110004924,126.807833,127.175308,2600,기지국
129692,322014110007331,126.805711,127.175308,2600,기지국
129693,322014110007332,126.805367,127.175308,2600,기지국
129694,322014110012036,126.811481,127.175308,2600,기지국
129695,322014110012134,126.809222,127.175308,2600,기지국
129701,322014110017723,126.81125,127.175308,2600,기지국
129702,322014110022836,126.809019,127.175308,2600,기지국
129703,322014110024749,126.810475,127.175308,2600,기지국
129713,322014110066983,126.807172,127.175308,2600,기지국
129767,322016110034145,126.810706,127.175308,2600,기지국
129768,322016110041354,126.805711,127.175308,2600,기지국
129769,322016110042777,126.809308,127.175308,2600,기지국
129770,322016110042781,126.81125,127.175308,2600,기지국
129771,322016110042801,126.811481,127.175308,2600,기지국
129772,322016110045486,126.8069,127.175308,2600,기지국
129773,322016110045488,126.809222,127.175308,2600,기지국
129774,322016110047629,126.807339,127.175308,2600,기지국
129777,322016110079992,126.802511,127.175308,2600,기지국
129778,322016110079993,126.802511,127.175308,2600,기지국
129779,322016110079994,126.802511,127.175308,2600,기지국
129780,322016110079995,126.802511,127.175308,2600,기지국
129781,322016110079996,126.802511,127.175308,2600,기지국
129782,322016110079997,126.802511,127.175308,2600,기지국
129783,322016110079999,126.802511,127.175308,2600,기지국
129784,322016110080000,126.802511,127.175308,2600,기지국
129785,322016110080001,126.802511,127.175308,2600,기지국
129786,322016110080002,126.802511,127.175308,2600,기지국
129787,322016110080003,126.802511,127.175308,2600,기지국
129788,322016110080004,126.802511,127.175308,2600,기지국
129789,322016110080007,126.802511,127.175308,2600,기지국
129790,322016110080008,126.802511,127.175308,2600,기지국
129791,322016110080009,126.802511,127.175308,2600,기지국
129792,322016110080010,126.802511,127.175308,2600,기지국
129793,322016110080011,126.802511,127.175308,2600,기지국
129794,322016110080012,126.802511,127.175308,2600,기지국
129795,322016110080013,126.802511,127.175308,2600,기지국
129796,322016110080014,126.802511,127.175308,2600,기지국
129798,322016110086381,126.811481,127.175308,2600,기지국
129858,322017110041961,126.811481,127.175308,2600,기지국
129863,322018110029077,126.802511,127.175308,2600,기지국
129864,322018110031249,126.803456,127.175308,2600,기지국
129892,322018110060048,126.805711,127.175308,2600,기지국
129894,322018110068442,126.806708,127.175308,2600,기지국
129895,322018110068905,126.806503,127.175308,2600,기지국
129897,322019110002079,126.802511,127.175308,2600,기지국
129898,322019110002080,126.802511,127.175308,2600,기지국
129899,322019110002081,126.802511,127.175308,2600,기지국
129900,322019110002082,126.802511,127.175308,2600,기지국
129901,322019110002083,126.802511,127.175308,2600,기지국
129902,322019110002084,126.802511,127.175308,2600,기지국
129903,322019110002085,126.802511,127.175308,2600,기지국
129904,322019110002086,126.802511,127.175308,2600,기지국
129905,322019110002087,126.802511,127.175308,2600,기지국
129906,322019110002088,126.802511,127.175308,2600,기지국
129907,322019110002089,126.802511,127.175308,2600,기지국
129908,322019110002090,126.802511,127.175308,2600,기지국
129909,322019110002091,126.802511,127.175308,2600,기지국
129910,322019110002092,126.802511,127.175308,2600,기지국
129911,322019110002093,126.802511,127.175308,2600,기지국
129990,322024110018071,126.810608,127.175308,2600,기지국
130008,322025110013179,126.810475,127.175308,2600,기지국
130055,322014110010817,126.816372,127.175308,2600,기지국
130056,322014110011109,126.812467,127.175308,2600,기지국
130060,322014110024541,126.815622,127.175308,2600,기지국
130061,322014110025033,126.810267,127.175308,2600,기지국
130062,322014110051541,126.812617,127.175308,2600,기지국
130091,322015110073745,126.812386,127.175308,2600,기지국
130093,322015110079100,126.811183,127.175308,2600,기지국
130095,322016110002989,126.818086,127.175308,2600,기지국
130097,322016110012411,126.814106,127.175308,2600,기지국
130108,322016110034137,126.813358,127.175308,2600,기지국
130109,322016110034147,126.816461,127.175308,2600,기지국
130110,322016110034148,126.810267,127.175308,2600,기지국
130111,322016110042414,126.814106,127.175308,2600,기지국
130112,322016110044954,126.812658,127.175308,2600,기지국
130113,322016110047608,126.818086,127.175308,2600,기지국
130124,322017110016263,126.812386,127.175308,2600,기지국
130125,322017110016264,126.812417,127.175308,2600,기지국
130126,322017110016265,126.812472,127.175308,2600,기지국
130128,322017110028973,126.815914,127.175308,2600,기지국
130137,322017110060231,126.812839,127.175308,2600,기지국
130141,322018110029074,126.811183,127.175308,2600,기지국
130157,322019110023358,126.812617,127.175308,2600,기지국
130163,322019110059303,126.814486,127.175308,2600,기지국
130301,322014110007900,126.840075,127.175308,2600,기지국
130302,322014110010055,126.844619,127.175308,2600,기지국
130311,322014110016210,126.839217,127.175308,2600,기지국
130312,322014110016350,126.842097,127.175308,2600,기지국
130313,322014110016367,126.847186,127.175308,2600,기지국
130314,322014110016368,126.844525,127.175308,2600,기지국
130315,322014110017161,126.838978,127.175308,2600,기지국
130316,322014110020888,126.844447,127.175308,2600,기지국
130317,322014110020893,126.836864,127.175308,2600,기지국
130318,322014110022803,126.836047,127.175308,2600,기지국
130319,322014110025046,126.841072,127.175308,2600,기지국
130322,322014110051549,126.846597,127.175308,2600,기지국
130337,322014110067162,126.844667,127.175308,2600,기지국
130339,322014110073224,126.841072,127.175308,2600,기지국
130348,322015110026735,126.8425,127.175308,2600,기지국
130355,322015110054056,126.841708,127.175308,2600,기지국
130371,322015110076196,126.846597,127.175308,2600,기지국
130374,322016110002181,126.839061,127.175308,2600,기지국
130378,322016110002992,126.842067,127.175308,2600,기지국
130391,322016110028381,126.837814,127.175308,2600,기지국
130395,322016110034350,126.841072,127.175308,2600,기지국
130396,322016110034356,126.838439,127.175308,2600,기지국
130397,322016110034764,126.847186,127.175308,2600,기지국
130398,322016110036898,126.839172,127.175308,2600,기지국
130400,322016110041302,126.844608,127.175308,2600,기지국
130403,322016110041962,126.836072,127.175308,2600,기지국
130404,322016110042406,126.842097,127.175308,2600,기지국
130405,322016110042425,126.844447,127.175308,2600,기지국
130406,322016110042778,126.841,127.175308,2600,기지국
130407,322016110044381,126.843036,127.175308,2600,기지국
130408,322016110044970,126.844525,127.175308,2600,기지국
130409,322016110046765,126.842511,127.175308,2600,기지국
130410,322016110048713,126.841708,127.175308,2600,기지국
130429,322016110070372,126.839069,127.175308,2600,기지국
130437,322016110086382,126.844206,127.175308,2600,기지국
130438,322016110086425,126.840031,127.175308,2600,기지국
130439,322016110086426,126.840031,127.175308,2600,기지국
130456,322017110017401,126.839883,127.175308,2600,기지국
130459,322017110026836,126.844586,127.175308,2600,기지국
130461,322017110028951,126.838978,127.175308,2600,기지국
130462,322017110028967,126.842414,127.175308,2600,기지국
130473,322017110041949,126.836842,127.175308,2600,기지국
130474,322017110043962,126.844586,127.175308,2600,기지국
130476,322018110013725,126.844208,127.175308,2600,기지국
130482,322018110029042,126.842414,127.175308,2600,기지국
130483,322018110029052,126.847186,127.175308,2600,기지국
130492,322018110061607,126.837014,127.175308,2600,기지국
130495,322018110068649,126.837897,127.175308,2600,기지국
130496,322018110068902,126.846672,127.175308,2600,기지국
130512,322019110023359,126.846597,127.175308,2600,기지국
130547,322019110093495,126.846597,127.175308,2600,기지국
130583,322021110002465,126.842414,127.175308,2600,기지국
130590,322021110003493,126.843819,127.175308,2600,기지국
130646,322023110026106,126.844175,127.175308,2600,기지국
130781,322014110012153,126.844294,127.175308,2600,기지국
130785,322014110016270,126.840203,127.175308,2600,기지국
130786,322014110016278,126.842489,127.175308,2600,기지국
130787,322014110016359,126.841867,127.175308,2600,기지국
130788,322014110016371,126.845967,127.175308,2600,기지국
130789,322014110016375,126.842425,127.175308,2600,기지국
130790,322014110022612,126.840969,127.175308,2600,기지국
130791,322014110022613,126.840969,127.175308,2600,기지국
130792,322014110023904,126.840969,127.175308,2600,기지국
130793,322014110023905,126.840969,127.175308,2600,기지국
130794,322014110024006,126.839153,127.175308,2600,기지국
130799,322014110051547,126.836397,127.175308,2600,기지국
130900,322015110076577,126.842453,127.175308,2600,기지국
130901,322015110076578,126.841564,127.175308,2600,기지국
130902,322015110076579,126.840114,127.175308,2600,기지국
130903,322015110076580,126.840442,127.175308,2600,기지국
130904,322015110076581,126.839519,127.175308,2600,기지국
130905,322015110076582,126.83885,127.175308,2600,기지국
130906,322015110076583,126.838008,127.175308,2600,기지국
130907,322015110076584,126.837997,127.175308,2600,기지국
130926,322016110028385,126.840969,127.175308,2600,기지국
130928,322016110031048,126.84615,127.175308,2600,기지국
130930,322016110034154,126.84365,127.175308,2600,기지국
130931,322016110041310,126.842442,127.175308,2600,기지국
130932,322016110041347,126.842489,127.175308,2600,기지국
130933,322016110044967,126.84615,127.175308,2600,기지국
130934,322016110044968,126.844294,127.175308,2600,기지국
130935,322016110047582,126.836881,127.175308,2600,기지국
130936,322016110047583,126.836881,127.175308,2600,기지국
130938,322016110057422,126.846453,127.175308,2600,기지국
130949,322016110070377,126.843967,127.175308,2600,기지국
130957,322016110086515,126.845969,127.175308,2600,기지국
130961,322017110010734,126.846453,127.175308,2600,기지국
130962,322017110010735,126.846453,127.175308,2600,기지국
130964,322017110018730,126.837517,127.175308,2600,기지국
130965,322017110018731,126.840044,127.175308,2600,기지국
130966,322017110018753,126.837517,127.175308,2600,기지국
130967,322017110018754,126.837517,127.175308,2600,기지국
130968,322017110018755,126.837517,127.175308,2600,기지국
130969,322017110018756,126.837517,127.175308,2600,기지국
130970,322017110018757,126.837517,127.175308,2600,기지국
130971,322017110018758,126.837517,127.175308,2600,기지국
130974,322017110039012,126.840203,127.175308,2600,기지국
130984,322017110041964,126.847203,127.175308,2600,기지국
130985,322017110050168,126.840203,127.175308,2600,기지국
130986,322017110050170,126.839369,127.175308,2600,기지국
130991,322018110059345,126.838536,127.175308,2600,기지국
130996,322018110061619,126.839153,127.175308,2600,기지국
130997,322018110062331,126.837381,127.175308,2600,기지국
130998,322018110062332,126.839025,127.175308,2600,기지국
130999,322018110062333,126.838878,127.175308,2600,기지국
131000,322018110062342,126.837069,127.175308,2600,기지국
131005,322019110003620,126.842425,127.175308,2600,기지국
131061,322021110002509,126.84365,127.175308,2600,기지국
131694,322014110015814,126.920411,127.175308,2600,기지국
131695,322014110022252,126.920833,127.175308,2600,기지국
131696,322014110022254,126.921822,127.175308,2600,기지국
131697,322014110023782,126.921433,127.175308,2600,기지국
131698,322014110023784,126.915661,127.175308,2600,기지국
131748,322015110057621,126.923383,127.175308,2600,기지국
131793,322015110072029,126.92395,127.175308,2600,기지국
131799,322015110079102,126.917872,127.175308,2600,기지국
131801,322016110000291,126.916228,127.175308,2600,기지국
131802,322016110000292,126.917019,127.175308,2600,기지국
131803,322016110000293,126.917714,127.175308,2600,기지국
131804,322016110000294,126.917764,127.175308,2600,기지국
131805,322016110000295,126.916167,127.175308,2600,기지국
131806,322016110000296,126.914878,127.175308,2600,기지국
131807,322016110000297,126.914428,127.175308,2600,기지국
131808,322016110000299,126.914811,127.175308,2600,기지국
131809,322016110000300,126.921789,127.175308,2600,기지국
131810,322016110000301,126.914908,127.175308,2600,기지국
131824,322016110034722,126.920414,127.175308,2600,기지국
131825,322016110045784,126.920833,127.175308,2600,기지국
131826,322016110045785,126.921433,127.175308,2600,기지국
131827,322016110045792,126.916058,127.175308,2600,기지국
131831,322016110070811,126.914964,127.175308,2600,기지국
131832,322016110070812,126.918933,127.175308,2600,기지국
131833,322016110070813,126.914964,127.175308,2600,기지국
131834,322016110070818,126.918933,127.175308,2600,기지국
131835,322016110070819,126.918933,127.175308,2600,기지국
131839,322016110081110,126.917689,127.175308,2600,기지국
131840,322016110081111,126.917689,127.175308,2600,기지국
131841,322016110081970,126.923383,127.175308,2600,기지국
131852,322017110032331,126.922694,127.175308,2600,기지국
131853,322017110034697,126.916067,127.175308,2600,기지국
131990,322020110039718,126.917175,127.175308,2600,기지국
132055,322024110014026,126.919825,127.175308,2600,기지국
132083,322025110007290,126.917814,127.175308,2600,기지국
132093,322025110012776,126.920156,127.175308,2600,기지국
132192,322014110017074,126.877064,127.175308,2600,기지국
132193,322014110017085,126.880364,127.175308,2600,기지국
132194,322014110017091,126.871997,127.175308,2600,기지국
132195,322014110017093,126.876972,127.175308,2600,기지국
132196,322014110017094,126.876433,127.175308,2600,기지국
132197,322014110017095,126.877722,127.175308,2600,기지국
132198,322014110027330,126.872889,127.175308,2600,기지국
132199,322014110027331,126.877161,127.175308,2600,기지국
132200,322014110027961,126.880328,127.175308,2600,기지국
132231,322015110057658,126.880278,127.175308,2600,기지국
132241,322016110034637,126.872408,127.175308,2600,기지국
132242,322016110034903,126.877064,127.175308,2600,기지국
132243,322016110034904,126.876928,127.175308,2600,기지국
132244,322016110036052,126.880319,127.175308,2600,기지국
132245,322016110036053,126.880278,127.175308,2600,기지국
132246,322016110036204,126.872547,127.175308,2600,기지국
132247,322016110054214,126.880319,127.175308,2600,기지국
132248,322016110054242,126.880278,127.175308,2600,기지국
132253,322016110056077,126.877722,127.175308,2600,기지국
132255,322016110081663,126.880278,127.175308,2600,기지국
132256,322016110082274,126.880278,127.175308,2600,기지국
132257,322016110082275,126.880278,127.175308,2600,기지국
132260,322016110084355,126.872547,127.175308,2600,기지국
132266,322017110033050,126.880272,127.175308,2600,기지국
132273,322018110036624,126.880344,127.175308,2600,기지국
132277,322018110038117,126.880344,127.175308,2600,기지국
132279,322018110044400,126.871925,127.175308,2600,기지국
132280,322018110044401,126.872083,127.175308,2600,기지국
132318,322019110086114,126.871928,127.175308,2600,기지국
132344,322021110002510,126.872028,127.175308,2600,기지국
132345,322021110002511,126.872681,127.175308,2600,기지국
132354,322021110041675,126.872033,127.175308,2600,기지국
132358,322021110050106,126.877858,127.175308,2600,기지국
132359,322021110050108,126.877858,127.175308,2600,기지국
132390,322024110006080,126.880344,127.175308,2600,기지국
132393,322024110008273,126.880319,127.175308,2600,기지국
132398,322024110036680,126.880344,127.175308,2600,기지국
133479,322014110017071,126.893747,127.175308,2600,기지국
133480,322014110017072,126.892972,127.175308,2600,기지국
133481,322014110017075,126.891361,127.175308,2600,기지국
133482,322014110017081,126.886625,127.175308,2600,기지국
133483,322014110017099,126.8881,127.175308,2600,기지국
133484,322014110017101,126.887658,127.175308,2600,기지국
133485,322014110017206,126.886981,127.175308,2600,기지국
133486,322014110017208,126.884503,127.175308,2600,기지국
133487,322014110017511,126.889603,127.175308,2600,기지국
133488,322014110021418,126.888911,127.175308,2600,기지국
133491,322014110027954,126.888933,127.175308,2600,기지국
133492,322014110027955,126.893575,127.175308,2600,기지국
133493,322014110027960,126.890997,127.175308,2600,기지국
133512,322015110000313,126.884664,127.175308,2600,기지국
133513,322015110000314,126.884664,127.175308,2600,기지국
133517,322015110016376,126.884664,127.175308,2600,기지국
133524,322015110030639,126.890414,127.175308,2600,기지국
133526,322015110033380,126.891642,127.175308,2600,기지국
133528,322015110033512,126.894231,127.175308,2600,기지국
133541,322015110050244,126.894231,127.175308,2600,기지국
133548,322015110073752,126.886483,127.175308,2600,기지국
133549,322015110079101,126.886192,127.175308,2600,기지국
