,허가번호,경도,위도,"주파수 대역
(MHz)",구분
21562,322017110018249,126.963947,127.175308,2600,기지국
21567,322017110025665,126.968108,127.175308,2600,기지국
21575,322017110033810,126.968417,127.175308,2600,기지국
21588,322017110035082,126.963947,127.175308,2600,기지국
21589,322017110035083,126.963947,127.175308,2600,기지국
21594,322017110040348,126.963947,127.175308,2600,기지국
21595,322017110040349,126.963947,127.175308,2600,기지국
21619,322017110050687,126.964858,127.175308,2600,기지국
21620,322017110050688,126.963947,127.175308,2600,기지국
21625,322017110052383,126.963947,127.175308,2600,기지국
21626,322017110052384,126.963947,127.175308,2600,기지국
21638,322017110059840,126.963947,127.175308,2600,기지국
21639,322017110059841,126.963947,127.175308,2600,기지국
21643,322017110061146,126.96785,127.175308,2600,기지국
21647,322018110000591,126.968156,127.175308,2600,기지국
21648,322018110000592,126.969403,127.175308,2600,기지국
21649,322018110000593,126.968175,127.175308,2600,기지국
21652,322018110013776,126.963625,127.175308,2600,기지국
21657,322018110020139,126.964725,127.175308,2600,기지국
21658,322018110020140,126.964725,127.175308,2600,기지국
21659,322018110020141,126.964725,127.175308,2600,기지국
21660,322018110020142,126.964725,127.175308,2600,기지국
21661,322018110020143,126.964725,127.175308,2600,기지국
21662,322018110020144,126.964725,127.175308,2600,기지국
21663,322018110020145,126.964725,127.175308,2600,기지국
21664,322018110020146,126.964725,127.175308,2600,기지국
21665,322018110020147,126.964725,127.175308,2600,기지국
21666,322018110020667,126.96785,127.175308,2600,기지국
21674,322018110022430,126.964858,127.175308,2600,기지국
21675,322018110022431,126.964858,127.175308,2600,기지국
21676,322018110022432,126.964858,127.175308,2600,기지국
21677,322018110022433,126.964858,127.175308,2600,기지국
21678,322018110022436,126.964858,127.175308,2600,기지국
21687,322018110022848,126.964725,127.175308,2600,기지국
21688,322018110022849,126.964725,127.175308,2600,기지국
21689,322018110022850,126.964725,127.175308,2600,기지국
21690,322018110022851,126.964725,127.175308,2600,기지국
21691,322018110022852,126.964725,127.175308,2600,기지국
21692,322018110022853,126.964725,127.175308,2600,기지국
21693,322018110022854,126.964725,127.175308,2600,기지국
21694,322018110022855,126.964725,127.175308,2600,기지국
21699,322018110027693,126.967508,127.175308,2600,기지국
21700,322018110027694,126.967508,127.175308,2600,기지국
21701,322018110027695,126.967508,127.175308,2600,기지국
21702,322018110027696,126.967508,127.175308,2600,기지국
21703,322018110027697,126.967508,127.175308,2600,기지국
21704,322018110027698,126.967508,127.175308,2600,기지국
21705,322018110027699,126.967508,127.175308,2600,기지국
21709,322018110040266,126.968653,127.175308,2600,기지국
21710,322018110040267,126.968653,127.175308,2600,기지국
21711,322018110040268,126.968653,127.175308,2600,기지국
21712,322018110040269,126.968653,127.175308,2600,기지국
21713,322018110040270,126.968653,127.175308,2600,기지국
21714,322018110040271,126.968653,127.175308,2600,기지국
21715,322018110040272,126.968653,127.175308,2600,기지국
21716,322018110040273,126.968653,127.175308,2600,기지국
21717,322018110040274,126.968653,127.175308,2600,기지국
21718,322018110040275,126.968653,127.175308,2600,기지국
21719,322018110040276,126.968653,127.175308,2600,기지국
21720,322018110040277,126.968653,127.175308,2600,기지국
21723,322018110052016,126.964044,127.175308,2600,기지국
21733,322019110023052,126.963947,127.175308,2600,기지국
21734,322019110023069,126.964725,127.175308,2600,기지국
21752,322019110081108,126.97345,127.175308,2600,기지국
21753,322019110081109,126.970392,127.175308,2600,기지국
21754,322019110081111,126.974567,127.175308,2600,기지국
21758,322019110081588,126.971072,127.175308,2600,기지국
21886,322021110003728,126.964586,127.175308,2600,기지국
21905,322021110017250,126.964725,127.175308,2600,기지국
21962,322022110046122,126.971369,127.175308,2600,기지국
22038,322023110036133,126.968008,127.175308,2600,기지국
22052,322024110000834,126.966639,127.175308,2600,기지국
22104,322025110000367,126.970058,127.175308,2600,기지국
22116,322025110001691,126.966639,127.175308,2600,기지국
22131,322025110014981,126.969217,127.175308,2600,기지국
22181,322014110007471,126.999758,127.175308,2600,기지국
22182,322014110015719,126.995722,127.175308,2600,기지국
22183,322014110019381,126.994975,127.175308,2600,기지국
22184,322014110019408,126.999514,127.175308,2600,기지국
22185,322014110021793,126.997261,127.175308,2600,기지국
22186,322014110023879,126.999922,127.175308,2600,기지국
22193,322014110066016,127.001242,127.175308,2600,기지국
22195,322014110068953,126.996539,127.175308,2600,기지국
22208,322015110007830,126.999286,127.175308,2600,기지국
22210,322015110015586,127.004236,127.175308,2600,기지국
22215,322015110021600,127.003869,127.175308,2600,기지국
22237,322016110008916,126.996189,127.175308,2600,기지국
22243,322016110026055,127.001186,127.175308,2600,기지국
22246,322016110030983,126.996922,127.175308,2600,기지국
22247,322016110035511,126.999922,127.175308,2600,기지국
22248,322016110043051,126.999042,127.175308,2600,기지국
22251,322016110053405,127.001197,127.175308,2600,기지국
22270,322016110081734,126.994975,127.175308,2600,기지국
22272,322016110086312,126.994967,127.175308,2600,기지국
22273,322016110086314,126.995733,127.175308,2600,기지국
22274,322016110086408,126.9979,127.175308,2600,기지국
22275,322016110086409,126.9979,127.175308,2600,기지국
22276,322016110086410,126.9979,127.175308,2600,기지국
22280,322017110009295,126.996181,127.175308,2600,기지국
22284,322017110033232,127.003858,127.175308,2600,기지국
22285,322017110054891,127.003856,127.175308,2600,기지국
22288,322017110057398,127.003856,127.175308,2600,기지국
22292,322017110061095,126.996189,127.175308,2600,기지국
22294,322017110062066,126.997892,127.175308,2600,기지국
22295,322017110062067,126.997892,127.175308,2600,기지국
22296,322017110062068,126.997892,127.175308,2600,기지국
22301,322017110063243,127.000353,127.175308,2600,기지국
22309,322018110023060,126.995206,127.175308,2600,기지국
22339,322019110052100,126.999758,127.175308,2600,기지국
22390,322019110093533,127.002025,127.175308,2600,기지국
22488,322020110055102,127.003917,127.175308,2600,기지국
22489,322020110055103,127.003117,127.175308,2600,기지국
22493,322020110064243,127.004339,127.175308,2600,기지국
22508,322021110017253,126.996242,127.175308,2600,기지국
22520,322022110001080,127.004339,127.175308,2600,기지국
22523,322022110004566,127.001878,127.175308,2600,기지국
22563,322023110012298,126.999144,127.175308,2600,기지국
22566,322023110021038,127.003856,127.175308,2600,기지국
22568,322023110024033,127.002014,127.175308,2600,기지국
22569,322023110024036,126.999144,127.175308,2600,기지국
22605,322024110003288,127.005533,127.175308,2600,기지국
22610,322024110004054,127.005808,127.175308,2600,기지국
22633,322024110034342,127.001442,127.175308,2600,기지국
22657,322025110020191,126.996922,127.175308,2600,기지국
22765,322014110004978,127.035775,127.175308,2600,기지국
22766,322014110004979,127.030481,127.175308,2600,기지국
22767,322014110004987,127.036494,127.175308,2600,기지국
22768,322014110004988,127.033433,127.175308,2600,기지국
22769,322014110005068,127.027636,127.175308,2600,기지국
22770,322014110007445,127.032556,127.175308,2600,기지국
22771,322014110007534,127.034078,127.175308,2600,기지국
22772,322014110008117,127.028336,127.175308,2600,기지국
22773,322014110015419,127.031058,127.175308,2600,기지국
22774,322014110015420,127.028047,127.175308,2600,기지국
22784,322014110020754,127.031858,127.175308,2600,기지국
22785,322014110023817,127.029697,127.175308,2600,기지국
22806,322014110074377,127.033881,127.175308,2600,기지국
22812,322015110003662,127.035683,127.175308,2600,기지국
22823,322015110032145,127.035572,127.175308,2600,기지국
22824,322015110032260,127.032,127.175308,2600,기지국
22830,322015110054487,127.028578,127.175308,2600,기지국
22832,322015110056116,127.025447,127.175308,2600,기지국
22835,322015110064069,127.034067,127.175308,2600,기지국
22865,322016110038749,127.034486,127.175308,2600,기지국
22866,322016110038750,127.033408,127.175308,2600,기지국
22869,322016110042975,127.030481,127.175308,2600,기지국
22870,322016110042981,127.035758,127.175308,2600,기지국
22871,322016110044589,127.031972,127.175308,2600,기지국
22872,322016110044595,127.02595,127.175308,2600,기지국
22873,322016110044736,127.032,127.175308,2600,기지국
22874,322016110044743,127.031072,127.175308,2600,기지국
22875,322016110044744,127.029022,127.175308,2600,기지국
22876,322016110044748,127.036511,127.175308,2600,기지국
22877,322016110044749,127.034078,127.175308,2600,기지국
22878,322016110044753,127.028089,127.175308,2600,기지국
22879,322016110044755,127.033433,127.175308,2600,기지국
22880,322016110045397,127.028033,127.175308,2600,기지국
22886,322016110047228,127.027614,127.175308,2600,기지국
22887,322016110047266,127.033736,127.175308,2600,기지국
22888,322016110047268,127.033736,127.175308,2600,기지국
22889,322016110049169,127.028089,127.175308,2600,기지국
22911,322016110078518,127.029031,127.175308,2600,기지국
22912,322016110078519,127.029031,127.175308,2600,기지국
22913,322016110078520,127.029031,127.175308,2600,기지국
22914,322016110078521,127.029031,127.175308,2600,기지국
22915,322016110078522,127.029031,127.175308,2600,기지국
22916,322016110078523,127.029031,127.175308,2600,기지국
22917,322016110078524,127.029031,127.175308,2600,기지국
22918,322016110078525,127.036056,127.175308,2600,기지국
22919,322016110078526,127.036056,127.175308,2600,기지국
22920,322016110078527,127.036056,127.175308,2600,기지국
22921,322016110078528,127.036056,127.175308,2600,기지국
22922,322016110078529,127.036056,127.175308,2600,기지국
22923,322016110078530,127.036056,127.175308,2600,기지국
22924,322016110078533,127.036056,127.175308,2600,기지국
22925,322016110078534,127.036056,127.175308,2600,기지국
22930,322016110084680,127.034083,127.175308,2600,기지국
22931,322016110085169,127.026875,127.175308,2600,기지국
22945,322017110003993,127.029031,127.175308,2600,기지국
22950,322017110004521,127.029367,127.175308,2600,기지국
22951,322017110010594,127.035586,127.175308,2600,기지국
22952,322017110010595,127.035586,127.175308,2600,기지국
22953,322017110010596,127.035586,127.175308,2600,기지국
22961,322017110034701,127.026303,127.175308,2600,기지국
22962,322017110036584,127.033408,127.175308,2600,기지국
22988,322017110045344,127.029006,127.175308,2600,기지국
22993,322017110063151,127.029697,127.175308,2600,기지국
22997,322018110010330,127.033433,127.175308,2600,기지국
22998,322018110010333,127.031972,127.175308,2600,기지국
22999,322018110010368,127.035775,127.175308,2600,기지국
23009,322018110031409,127.028047,127.175308,2600,기지국
23011,322018110031454,127.030406,127.175308,2600,기지국
23015,322018110033099,127.034486,127.175308,2600,기지국
23024,322018110040771,127.031447,127.175308,2600,기지국
23025,322018110040854,127.034142,127.175308,2600,기지국
23026,322018110041264,127.034078,127.175308,2600,기지국
23031,322018110043237,127.030339,127.175308,2600,기지국
23032,322018110045591,127.031058,127.175308,2600,기지국
23037,322018110047507,127.031472,127.175308,2600,기지국
23038,322018110053872,127.025817,127.175308,2600,기지국
23044,322018110068490,127.032556,127.175308,2600,기지국
23045,322018110068527,127.026525,127.175308,2600,기지국
23101,322020110000939,127.035883,127.175308,2600,기지국
23102,322020110000940,127.035883,127.175308,2600,기지국
23103,322020110000941,127.035883,127.175308,2600,기지국
23104,322020110000949,127.035883,127.175308,2600,기지국
23105,322020110000950,127.035883,127.175308,2600,기지국
23106,322020110000951,127.035883,127.175308,2600,기지국
23131,322021110006483,127.029694,127.175308,2600,기지국
23143,322021110048164,127.028586,127.175308,2600,기지국
23162,322022110016789,127.031964,127.175308,2600,기지국
23163,322022110016790,127.032853,127.175308,2600,기지국
23165,322022110018836,127.028992,127.175308,2600,기지국
23196,322023110000196,127.030406,127.175308,2600,기지국
23215,322024110003380,127.034944,127.175308,2600,기지국
23228,322025110012719,127.034222,127.175308,2600,기지국
23232,322025110015142,127.035022,127.175308,2600,기지국
23356,322014110004981,127.040375,127.175308,2600,기지국
23357,322014110010259,127.046019,127.175308,2600,기지국
23358,322014110015203,127.046078,127.175308,2600,기지국
23359,322014110015204,127.043189,127.175308,2600,기지국
23360,322014110015205,127.041514,127.175308,2600,기지국
23361,322014110015404,127.048286,127.175308,2600,기지국
23362,322014110015835,127.047308,127.175308,2600,기지국
23372,322014110069126,127.046806,127.175308,2600,기지국
23379,322015110014491,127.043272,127.175308,2600,기지국
23380,322015110014492,127.043272,127.175308,2600,기지국
23391,322015110033321,127.04715,127.175308,2600,기지국
23397,322015110057637,127.040628,127.175308,2600,기지국
23405,322016110005028,127.042756,127.175308,2600,기지국
23418,322016110030738,127.050397,127.175308,2600,기지국
23419,322016110031511,127.044311,127.175308,2600,기지국
23421,322016110042961,127.044386,127.175308,2600,기지국
23422,322016110042963,127.040647,127.175308,2600,기지국
23423,322016110042973,127.040375,127.175308,2600,기지국
23424,322016110044591,127.046294,127.175308,2600,기지국
23425,322016110044742,127.043497,127.175308,2600,기지국
23426,322016110044758,127.040389,127.175308,2600,기지국
23427,322016110044759,127.042092,127.175308,2600,기지국
23428,322016110044821,127.045111,127.175308,2600,기지국
23429,322016110045393,127.046772,127.175308,2600,기지국
23430,322016110046825,127.047294,127.175308,2600,기지국
23431,322016110047237,127.048286,127.175308,2600,기지국
23432,322016110048858,127.045119,127.175308,2600,기지국
23436,322016110056115,127.041514,127.175308,2600,기지국
23443,322016110079157,127.042758,127.175308,2600,기지국
23444,322016110079158,127.042758,127.175308,2600,기지국
23445,322016110079159,127.042758,127.175308,2600,기지국
23446,322016110079160,127.042758,127.175308,2600,기지국
23447,322016110079161,127.042758,127.175308,2600,기지국
23448,322016110079162,127.042758,127.175308,2600,기지국
23454,322016110084682,127.045411,127.175308,2600,기지국
23461,322017110004522,127.042756,127.175308,2600,기지국
23466,322017110038469,127.046822,127.175308,2600,기지국
23472,322017110045345,127.040375,127.175308,2600,기지국
23478,322018110022311,127.046019,127.175308,2600,기지국
23480,322018110027154,127.043189,127.175308,2600,기지국
23481,322018110027155,127.043189,127.175308,2600,기지국
23484,322018110031413,127.040261,127.175308,2600,기지국
23491,322018110049405,127.04315,127.175308,2600,기지국
23494,322018110068478,127.040628,127.175308,2600,기지국
23495,322018110068532,127.047319,127.175308,2600,기지국
23496,322018110069022,127.045861,127.175308,2600,기지국
23524,322019110038677,127.040375,127.175308,2600,기지국
23579,322022110049197,127.042681,127.175308,2600,기지국
23585,322023110011611,127.042681,127.175308,2600,기지국
23594,322023110012286,127.041239,127.175308,2600,기지국
23602,322024110032466,127.044164,127.175308,2600,기지국
23603,322024110032467,127.044164,127.175308,2600,기지국
23701,322014110005490,126.9614,127.175308,2600,기지국
23702,322014110006612,126.965308,127.175308,2600,기지국
23703,322014110006640,126.969731,127.175308,2600,기지국
23704,322014110014804,126.964081,127.175308,2600,기지국
23705,322014110014805,126.960892,127.175308,2600,기지국
23706,322014110014825,126.963994,127.175308,2600,기지국
23707,322014110014826,126.964364,127.175308,2600,기지국
23708,322014110015181,126.960992,127.175308,2600,기지국
23709,322014110021065,126.965439,127.175308,2600,기지국
23711,322014110025132,126.96105,127.175308,2600,기지국
23718,322014110051683,126.966625,127.175308,2600,기지국
23722,322014110066072,126.969956,127.175308,2600,기지국
23723,322014110069034,126.965961,127.175308,2600,기지국
23730,322014110071812,126.966347,127.175308,2600,기지국
23731,322014110071828,126.967406,127.175308,2600,기지국
23738,322015110005824,126.966347,127.175308,2600,기지국
23739,322015110005825,126.966347,127.175308,2600,기지국
23752,322015110018843,126.966472,127.175308,2600,기지국
23756,322015110033443,126.965439,127.175308,2600,기지국
23757,322015110033444,126.964906,127.175308,2600,기지국
23758,322015110033451,126.966344,127.175308,2600,기지국
23760,322015110050951,126.968394,127.175308,2600,기지국
23762,322015110053048,126.961328,127.175308,2600,기지국
23763,322015110053049,126.961989,127.175308,2600,기지국
23771,322016110011220,126.96135,127.175308,2600,기지국
23788,322016110026799,126.97005,127.175308,2600,기지국
23790,322016110028665,126.967217,127.175308,2600,기지국
23793,322016110029045,126.969336,127.175308,2600,기지국
23799,322016110033712,126.969342,127.175308,2600,기지국
23800,322016110034830,126.960944,127.175308,2600,기지국
23801,322016110035835,126.964028,127.175308,2600,기지국
23802,322016110035836,126.967228,127.175308,2600,기지국
23803,322016110035838,126.962219,127.175308,2600,기지국
23810,322016110043604,126.969753,127.175308,2600,기지국
23811,322016110044998,126.961653,127.175308,2600,기지국
23815,322016110047994,126.961339,127.175308,2600,기지국
23819,322016110056075,126.964517,127.175308,2600,기지국
23837,322016110077245,126.97005,127.175308,2600,기지국
23838,322016110077271,126.96105,127.175308,2600,기지국
23840,322016110078073,126.969728,127.175308,2600,기지국
23841,322016110078074,126.969728,127.175308,2600,기지국
23842,322016110078372,126.96545,127.175308,2600,기지국
23843,322016110079085,126.966858,127.175308,2600,기지국
23844,322016110079086,126.966858,127.175308,2600,기지국
23845,322016110079087,126.966858,127.175308,2600,기지국
23846,322016110079088,126.966858,127.175308,2600,기지국
23847,322016110079089,126.966858,127.175308,2600,기지국
23848,322016110079090,126.966858,127.175308,2600,기지국
23849,322016110079091,126.966858,127.175308,2600,기지국
23850,322016110079092,126.966858,127.175308,2600,기지국
23851,322016110079093,126.966858,127.175308,2600,기지국
23852,322016110079094,126.966858,127.175308,2600,기지국
23853,322016110081965,126.960953,127.175308,2600,기지국
23865,322017110009206,126.962358,127.175308,2600,기지국
23866,322017110009207,126.962358,127.175308,2600,기지국
23867,322017110009208,126.962358,127.175308,2600,기지국
23868,322017110009209,126.9651,127.175308,2600,기지국
23869,322017110009210,126.9651,127.175308,2600,기지국
23870,322017110009211,126.9624,127.175308,2600,기지국
23871,322017110009212,126.962358,127.175308,2600,기지국
23907,322017110013033,126.96355,127.175308,2600,기지국
23908,322017110013034,126.96355,127.175308,2600,기지국
23909,322017110013035,126.96355,127.175308,2600,기지국
23910,322017110013036,126.967264,127.175308,2600,기지국
23911,322017110013037,126.967264,127.175308,2600,기지국
23912,322017110013038,126.967264,127.175308,2600,기지국
23913,322017110013039,126.967264,127.175308,2600,기지국
23945,322017110037403,126.965133,127.175308,2600,기지국
23953,322017110045073,126.96135,127.175308,2600,기지국
23954,322017110045077,126.965439,127.175308,2600,기지국
23955,322017110045088,126.96135,127.175308,2600,기지국
23970,322017110053970,126.962356,127.175308,2600,기지국
23971,322017110053973,126.9651,127.175308,2600,기지국
23974,322017110058679,126.965961,127.175308,2600,기지국
23975,322017110058683,126.965731,127.175308,2600,기지국
23986,322017110062596,126.9614,127.175308,2600,기지국
23991,322018110024690,126.967794,127.175308,2600,기지국
23992,322018110024691,126.967794,127.175308,2600,기지국
23993,322018110024692,126.967794,127.175308,2600,기지국
23994,322018110024694,126.967794,127.175308,2600,기지국
23995,322018110024695,126.967794,127.175308,2600,기지국
24007,322018110027680,126.966344,127.175308,2600,기지국
24008,322018110027681,126.966344,127.175308,2600,기지국
24009,322018110027682,126.966344,127.175308,2600,기지국
24011,322018110040403,126.962208,127.175308,2600,기지국
24020,322018110045328,126.970242,127.175308,2600,기지국
24021,322018110045330,126.965981,127.175308,2600,기지국
24029,322018110049402,126.966625,127.175308,2600,기지국
24032,322018110050542,126.967239,127.175308,2600,기지국
24047,322018110069189,126.963997,127.175308,2600,기지국
24132,322020110031018,126.964603,127.175308,2600,기지국
24285,322024110012552,126.962956,127.175308,2600,기지국
24291,322024110012789,126.967883,127.175308,2600,기지국
24292,322024110014024,126.962956,127.175308,2600,기지국
24302,322024110021818,126.968261,127.175308,2600,기지국
24314,322024110035803,126.967189,127.175308,2600,기지국
24316,322024110037448,126.966239,127.175308,2600,기지국
24331,322025110012713,126.967794,127.175308,2600,기지국
24335,322025110014980,126.967678,127.175308,2600,기지국
24418,322014110004982,127.046514,127.175308,2600,기지국
24419,322014110005510,127.041386,127.175308,2600,기지국
24422,322014110007535,127.039922,127.175308,2600,기지국
24423,322014110010259,127.046019,127.175308,2600,기지국
24430,322014110015835,127.047308,127.175308,2600,기지국
24431,322014110015838,127.048706,127.175308,2600,기지국
24432,322014110021690,127.039894,127.175308,2600,기지국
24433,322014110023812,127.043489,127.175308,2600,기지국
24434,322014110023814,127.043489,127.175308,2600,기지국
24443,322014110074370,127.048233,127.175308,2600,기지국
24445,322015110002986,127.041486,127.175308,2600,기지국
24446,322015110003666,127.048233,127.175308,2600,기지국
24457,322015110032258,127.050575,127.175308,2600,기지국
24495,322016110031511,127.044311,127.175308,2600,기지국
24497,322016110042928,127.048233,127.175308,2600,기지국
24498,322016110042962,127.049844,127.175308,2600,기지국
24499,322016110042988,127.046514,127.175308,2600,기지국
24500,322016110042989,127.048706,127.175308,2600,기지국
24501,322016110042990,127.048233,127.175308,2600,기지국
24502,322016110044746,127.041386,127.175308,2600,기지국
24503,322016110044759,127.042092,127.175308,2600,기지국
24504,322016110045393,127.046772,127.175308,2600,기지국
24505,322016110045398,127.039922,127.175308,2600,기지국
24515,322016110046825,127.047294,127.175308,2600,기지국
24516,322016110048858,127.045119,127.175308,2600,기지국
24517,322016110050964,127.043489,127.175308,2600,기지국
24518,322016110051766,127.043475,127.175308,2600,기지국
24519,322016110051773,127.043489,127.175308,2600,기지국
24520,322016110052577,127.043475,127.175308,2600,기지국
24522,322016110056119,127.048233,127.175308,2600,기지국
24527,322016110081722,127.043489,127.175308,2600,기지국
24533,322016110084684,127.049844,127.175308,2600,기지국
24534,322016110085568,127.043489,127.175308,2600,기지국
24535,322016110085569,127.043489,127.175308,2600,기지국
24536,322016110086297,127.041347,127.175308,2600,기지국
24537,322016110086298,127.041347,127.175308,2600,기지국
24541,322017110013693,127.048233,127.175308,2600,기지국
24544,322017110038470,127.050575,127.175308,2600,기지국
24554,322017110062397,127.048706,127.175308,2600,기지국
24559,322018110010345,127.039922,127.175308,2600,기지국
24560,322018110010357,127.041325,127.175308,2600,기지국
24561,322018110010358,127.041325,127.175308,2600,기지국
24562,322018110010363,127.041386,127.175308,2600,기지국
24563,322018110010394,127.041325,127.175308,2600,기지국
24573,322018110019445,127.041386,127.175308,2600,기지국
24577,322018110022311,127.046019,127.175308,2600,기지국
24581,322018110040814,127.044731,127.175308,2600,기지국
24582,322018110040818,127.049822,127.175308,2600,기지국
24585,322018110052006,127.039933,127.175308,2600,기지국
24589,322018110068532,127.047319,127.175308,2600,기지국
24590,322018110069022,127.045861,127.175308,2600,기지국
24623,322020110018689,127.044203,127.175308,2600,기지국
24668,322022110049197,127.042681,127.175308,2600,기지국
24672,322023110011611,127.042681,127.175308,2600,기지국
24679,322023110027562,127.045603,127.175308,2600,기지국
24683,322024110032466,127.044164,127.175308,2600,기지국
24684,322024110032467,127.044164,127.175308,2600,기지국
24697,322025110023227,127.045603,127.175308,2600,기지국
24698,322025110023228,127.045603,127.175308,2600,기지국
24699,322025110023229,127.045603,127.175308,2600,기지국
24700,322025110023230,127.045603,127.175308,2600,기지국
24836,322014110004987,127.036494,127.175308,2600,기지국
24837,322014110004988,127.033433,127.175308,2600,기지국
24838,322014110007535,127.039922,127.175308,2600,기지국
24839,322014110010260,127.039408,127.175308,2600,기지국
24844,322014110015183,127.038672,127.175308,2600,기지국
24845,322014110015837,127.039053,127.175308,2600,기지국
24846,322014110016128,127.035275,127.175308,2600,기지국
24847,322014110017666,127.035275,127.175308,2600,기지국
24852,322014110020752,127.035467,127.175308,2600,기지국
24853,322014110020753,127.037853,127.175308,2600,기지국
24854,322014110020754,127.031858,127.175308,2600,기지국
24855,322014110021683,127.034872,127.175308,2600,기지국
24856,322014110021690,127.039894,127.175308,2600,기지국
24857,322014110021691,127.032864,127.175308,2600,기지국
24858,322014110023490,127.036639,127.175308,2600,기지국
24878,322014110046693,127.037053,127.175308,2600,기지국
24882,322014110054812,127.035056,127.175308,2600,기지국
24895,322014110074381,127.038317,127.175308,2600,기지국
24902,322015110001028,127.04015,127.175308,2600,기지국
24904,322015110002986,127.041486,127.175308,2600,기지국
24905,322015110003662,127.035683,127.175308,2600,기지국
24931,322015110032145,127.035572,127.175308,2600,기지국
24934,322015110032259,127.03865,127.175308,2600,기지국
24935,322015110035103,127.035456,127.175308,2600,기지국
24946,322015110058004,127.038378,127.175308,2600,기지국
24960,322016110000302,127.036172,127.175308,2600,기지국
24961,322016110001518,127.041386,127.175308,2600,기지국
24992,322016110038749,127.034486,127.175308,2600,기지국
24993,322016110038750,127.033408,127.175308,2600,기지국
24996,322016110042987,127.03095,127.175308,2600,기지국
24997,322016110044589,127.031972,127.175308,2600,기지국
24998,322016110044733,127.039428,127.175308,2600,기지국
24999,322016110044737,127.035275,127.175308,2600,기지국
25000,322016110044739,127.036186,127.175308,2600,기지국
25001,322016110044748,127.036511,127.175308,2600,기지국
25002,322016110044750,127.035275,127.175308,2600,기지국
25003,322016110044751,127.033575,127.175308,2600,기지국
25004,322016110044754,127.033575,127.175308,2600,기지국
25005,322016110044755,127.033433,127.175308,2600,기지국
25006,322016110044756,127.03095,127.175308,2600,기지국
25007,322016110045382,127.034883,127.175308,2600,기지국
25008,322016110045384,127.034883,127.175308,2600,기지국
25009,322016110045398,127.039922,127.175308,2600,기지국
25022,322016110047266,127.033736,127.175308,2600,기지국
25023,322016110047268,127.033736,127.175308,2600,기지국
25024,322016110047274,127.035483,127.175308,2600,기지국
25036,322016110070898,127.039081,127.175308,2600,기지국
25038,322016110078525,127.036056,127.175308,2600,기지국
25039,322016110078526,127.036056,127.175308,2600,기지국
25040,322016110078527,127.036056,127.175308,2600,기지국
25041,322016110078528,127.036056,127.175308,2600,기지국
25042,322016110078529,127.036056,127.175308,2600,기지국
25043,322016110078530,127.036056,127.175308,2600,기지국
25044,322016110078533,127.036056,127.175308,2600,기지국
25045,322016110078534,127.036056,127.175308,2600,기지국
25046,322016110079150,127.037078,127.175308,2600,기지국
25047,322016110079151,127.037078,127.175308,2600,기지국
25048,322016110079152,127.037078,127.175308,2600,기지국
25049,322016110079153,127.037078,127.175308,2600,기지국
25050,322016110079154,127.037078,127.175308,2600,기지국
25051,322016110079155,127.037078,127.175308,2600,기지국
25052,322016110079156,127.037078,127.175308,2600,기지국
25058,322016110086297,127.041347,127.175308,2600,기지국
25059,322016110086298,127.041347,127.175308,2600,기지국
25060,322016110086299,127.038692,127.175308,2600,기지국
25061,322016110086300,127.038692,127.175308,2600,기지국
25062,322016110086301,127.038692,127.175308,2600,기지국
25079,322017110005521,127.035056,127.175308,2600,기지국
25080,322017110010594,127.035586,127.175308,2600,기지국
25081,322017110010595,127.035586,127.175308,2600,기지국
25082,322017110010596,127.035586,127.175308,2600,기지국
25092,322017110021678,127.039408,127.175308,2600,기지국
25093,322017110021681,127.038019,127.175308,2600,기지국
25096,322017110036584,127.033408,127.175308,2600,기지국
25097,322017110038486,127.038397,127.175308,2600,기지국
25098,322017110038487,127.038397,127.175308,2600,기지국
25101,322017110039816,127.039675,127.175308,2600,기지국
25126,322017110061074,127.041386,127.175308,2600,기지국
25130,322017110062403,127.041328,127.175308,2600,기지국
25134,322018110002296,127.038397,127.175308,2600,기지국
25138,322018110007663,127.035056,127.175308,2600,기지국
25143,322018110010330,127.033433,127.175308,2600,기지국
25144,322018110010332,127.039081,127.175308,2600,기지국
25145,322018110010333,127.031972,127.175308,2600,기지국
25146,322018110010345,127.039922,127.175308,2600,기지국
25147,322018110010357,127.041325,127.175308,2600,기지국
25148,322018110010358,127.041325,127.175308,2600,기지국
25149,322018110010359,127.038692,127.175308,2600,기지국
25150,322018110010360,127.038692,127.175308,2600,기지국
25151,322018110010361,127.039428,127.175308,2600,기지국
25152,322018110010362,127.039428,127.175308,2600,기지국
25153,322018110010372,127.041328,127.175308,2600,기지국
25154,322018110010394,127.041325,127.175308,2600,기지국
25159,322018110012902,127.04015,127.175308,2600,기지국
25173,322018110019431,127.037717,127.175308,2600,기지국
25174,322018110019432,127.038797,127.175308,2600,기지국
25175,322018110019433,127.037717,127.175308,2600,기지국
25176,322018110019434,127.037717,127.175308,2600,기지국
25177,322018110020647,127.039067,127.175308,2600,기지국
25186,322018110023079,127.039675,127.175308,2600,기지국
25189,322018110025391,127.035056,127.175308,2600,기지국
25207,322018110031410,127.035275,127.175308,2600,기지국
25216,322018110033099,127.034486,127.175308,2600,기지국
25229,322018110040771,127.031447,127.175308,2600,기지국
25230,322018110045907,127.04015,127.175308,2600,기지국
25231,322018110045930,127.04015,127.175308,2600,기지국
25236,322018110052006,127.039933,127.175308,2600,기지국
25243,322018110066321,127.039067,127.175308,2600,기지국
